sentence_id,words,labels
3224,1996-08-22,O
3225,A,O
3225,consortium,O
3225,of,O
3225,telephone,O
3225,companies,O
3225,and,O
3225,The,B-ORG
3225,Walt,I-ORG
3225,Disney,I-ORG
3225,Co,I-ORG
3225,.,O
3226,said,O
3226,Thursday,O
3226,it,O
3226,had,O
3226,signed,O
3226,a,O
3226,$,O
3226,1,O
3226,billion,O
3226,contract,O
3226,with,O
3226,Zenith,B-ORG
3226,to,O
3226,make,O
3226,digital,O
3226,televison,O
3226,set-top,O
3226,boxes,O
3226,for,O
3226,its,O
3226,home,O
3226,entertainment,O
3226,service,O
3226,.,O
3227,The,O
3227,announcement,O
3227,of,O
3227,the,O
3227,contract,O
3227,for,O
3227,3,O
3227,million,O
3227,set-top,O
3227,boxes,O
3227,gave,O
3227,new,O
3227,hope,O
3227,to,O
3227,Zenith,B-ORG
3227,",",O
3227,which,O
3227,has,O
3227,struggled,O
3227,with,O
3227,years,O
3227,of,O
3227,losses,O
3227,.,O
3228,"""",O
3228,This,O
3228,really,O
3228,indicates,O
3228,we,O
3228,'re,O
3228,back,O
3228,in,O
3228,the,O
3228,business,O
3228,",",O
3228,"""",O
3228,William,B-PER
3228,Luehrs,I-PER
3228,",",O
3228,president,O
3228,of,O
3228,the,O
3228,Glenview,B-LOC
3228,",",O
3228,Ill.-based,B-MISC
3228,company,O
3228,'s,O
3228,Networks,B-ORG
3228,Services,I-ORG
3228,Division,I-ORG
3228,",",O
3228,said,O
3228,in,O
3228,a,O
3228,telephone,O
3228,interview,O
3228,.,O
3228,"""",O
3229,Anytime,O
3229,somebody,O
3229,gets,O
3229,the,O
3229,opportunity,O
3229,to,O
3229,enter,O
3229,the,O
3229,next,O
3229,era,O
3229,with,O
3229,such,O
3229,a,O
3229,big,O
3229,bang,O
3229,has,O
3229,got,O
3229,to,O
3229,be,O
3229,seen,O
3229,as,O
3229,a,O
3229,strong,O
3229,message,O
3229,to,O
3229,the,O
3229,industry,O
3229,.,O
3229,"""",O
3230,Following,O
3230,the,O
3230,announcement,O
3230,",",O
3230,Zenith,B-ORG
3230,'s,O
3230,stock,O
3230,soared,O
3230,$,O
3230,5.50,O
3230,to,O
3230,$,O
3230,16.875,O
3230,on,O
3230,the,O
3230,New,B-ORG
3230,York,I-ORG
3230,Stock,I-ORG
3230,Exchange,I-ORG
3230,.,O
3231,The,O
3231,consortium,O
3231,",",O
3231,called,O
3231,Americast,B-ORG
3231,",",O
3231,said,O
3231,the,O
3231,contract,O
3231,was,O
3231,part,O
3231,of,O
3231,its,O
3231,strategy,O
3231,to,O
3231,develop,O
3231,and,O
3231,market,O
3231,the,O
3231,next,O
3231,generation,O
3231,in,O
3231,home,O
3231,entertainment,O
3231,.,O
3232,In,O
3232,addition,O
3232,to,O
3232,Disney,B-ORG
3232,",",O
3232,Americast,B-ORG
3232,'s,O
3232,partners,O
3232,are,O
3232,phone,O
3232,companies,O
3232,Ameritech,B-ORG
3232,Corp.,I-ORG
3232,",",O
3232,BellSouth,B-ORG
3232,Corp.,I-ORG
3232,",",O
3232,GTE,B-ORG
3232,Corp.,I-ORG
3232,and,O
3232,SBC,B-ORG
3232,Communications,I-ORG
3232,.,O
3233,Americast,B-ORG
3233,said,O
3233,Southern,B-ORG
3233,New,I-ORG
3233,England,I-ORG
3233,Telecommunications,I-ORG
3233,Corp.,I-ORG
3233,has,O
3233,signed,O
3233,a,O
3233,letter,O
3233,of,O
3233,intent,O
3233,to,O
3233,join,O
3233,the,O
3233,group,O
3233,",",O
3233,which,O
3233,plans,O
3233,to,O
3233,provide,O
3233,a,O
3233,home,O
3233,entertainment,O
3233,service,O
3233,similar,O
3233,to,O
3233,cable,O
3233,television,O
3233,.,O
3234,Zenith,B-ORG
3234,also,O
3234,said,O
3234,it,O
3234,planned,O
3234,to,O
3234,build,O
3234,a,O
3234,new,O
3234,$,O
3234,100,O
3234,million,O
3234,plant,O
3234,in,O
3234,Woodridge,B-LOC
3234,",",O
3234,Ill,B-LOC
3234,.,O
3235,",",O
3235,to,O
3235,make,O
3235,picture,O
3235,tubes,O
3235,for,O
3235,32-,O
3235,and,O
3235,35-inch,O
3235,screen,O
3235,TV,O
3235,sets,O
3235,.,O
3236,The,O
3236,company,O
3236,currently,O
3236,buys,O
3236,the,O
3236,tubes,O
3236,from,O
3236,competitors,O
3236,.,O
3237,The,O
3237,new,O
3237,plant,O
3237,",",O
3237,which,O
3237,is,O
3237,dependent,O
3237,on,O
3237,obtaining,O
3237,financing,O
3237,",",O
3237,will,O
3237,create,O
3237,about,O
3237,280,O
3237,new,O
3237,jobs,O
3237,",",O
3237,Zenith,B-ORG
3237,said,O
3237,.,O
3238,The,O
3238,contract,O
3238,calls,O
3238,for,O
3238,production,O
3238,of,O
3238,the,O
3238,set-top,O
3238,boxes,O
3238,over,O
3238,five,O
3238,years,O
3238,.,O
3239,Luehrs,B-PER
3239,said,O
3239,manufacturing,O
3239,will,O
3239,begin,O
3239,and,O
3239,revenue,O
3239,will,O
3239,start,O
3239,to,O
3239,roll,O
3239,in,O
3239,during,O
3239,the,O
3239,first,O
3239,half,O
3239,of,O
3239,next,O
3239,year,O
3239,.,O
3240,The,O
3240,boxes,O
3240,will,O
3240,be,O
3240,made,O
3240,on,O
3240,a,O
3240,build-to-order,O
3240,basis,O
3240,.,O
3241,Zenith,B-ORG
3241,will,O
3241,convert,O
3241,its,O
3241,Chihuahua,B-LOC
3241,",",O
3241,Mexico,B-LOC
3241,",",O
3241,analogue,O
3241,set-top,O
3241,box,O
3241,plant,O
3241,to,O
3241,manufacture,O
3241,the,O
3241,digital,O
3241,boxes,O
3241,.,O
3242,Luehrs,B-PER
3242,declined,O
3242,to,O
3242,say,O
3242,when,O
3242,the,O
3242,operation,O
3242,was,O
3242,expected,O
3242,to,O
3242,be,O
3242,profitable,O
3242,.,O
3243,Americast,B-ORG
3243,will,O
3243,provide,O
3243,the,O
3243,boxes,O
3243,to,O
3243,subscribers,O
3243,as,O
3243,part,O
3243,of,O
3243,the,O
3243,service,O
3243,.,O
3244,Its,O
3244,service,O
3244,is,O
3244,being,O
3244,introduced,O
3244,in,O
3244,selected,O
3244,markets,O
3244,across,O
3244,the,O
3244,United,B-LOC
3244,States,I-LOC
3244,.,O
3245,Luehrs,B-PER
3245,said,O
3245,digital,O
3245,technology,O
3245,in,O
3245,set-top,O
3245,boxes,O
3245,is,O
3245,only,O
3245,the,O
3245,beginning,O
3245,and,O
3245,said,O
3245,the,O
3245,technology,O
3245,will,O
3245,eventually,O
3245,show,O
3245,up,O
3245,in,O
3245,retail,O
3245,consumer,O
3245,electronics,O
3245,.,O
3246,"""",O
3246,We,O
3246,'ll,O
3246,build,O
3246,a,O
3246,lot,O
3246,of,O
3246,these,O
3246,devices,O
3246,into,O
3246,television,O
3246,sets,O
3246,",",O
3246,for,O
3246,digital,O
3246,television,O
3246,",",O
3246,"""",O
3246,he,O
3246,said,O
3246,.,O
3246,"""",O
3247,Although,O
3247,that,O
3247,is,O
3247,not,O
3247,where,O
3247,this,O
3247,particular,O
3247,contract,O
3247,is,O
3247,headed,O
3247,",",O
3247,the,O
3247,fact,O
3247,that,O
3247,there,O
3247,is,O
3247,a,O
3247,strong,O
3247,Zenith,B-ORG
3247,presence,O
3247,will,O
3247,pay,O
3247,us,O
3247,dividends,O
3247,in,O
3247,the,O
3247,future,O
3247,.,O
3247,"""",O
3248,Zenith,B-ORG
3248,has,O
3248,been,O
3248,plagued,O
3248,by,O
3248,generally,O
3248,soft,O
3248,conditions,O
3248,in,O
3248,the,O
3248,colour,O
3248,television,O
3248,industry,O
3248,",",O
3248,reporting,O
3248,full-year,O
3248,losses,O
3248,since,O
3248,1989,O
3248,.,O
3249,Last,O
3249,month,O
3249,",",O
3249,it,O
3249,reported,O
3249,a,O
3249,second-quarter,O
3249,loss,O
3249,of,O
3249,$,O
3249,33.2,O
3249,million,O
3249,",",O
3249,or,O
3249,51,O
3249,cents,O
3249,a,O
3249,share,O
3249,",",O
3249,vs.,O
3249,a,O
3249,loss,O
3249,of,O
3249,$,O
3249,45.3,O
3249,million,O
3249,",",O
3249,or,O
3249,97,O
3249,cents,O
3249,a,O
3249,share,O
3249,",",O
3249,a,O
3249,year,O
3249,earlier,O
3249,.,O
3250,Last,O
3250,November,O
3250,",",O
3250,South,B-MISC
3250,Korea-based,I-MISC
3250,LG,B-ORG
3250,Electronics,I-ORG
3250,Inc.,I-ORG
3250,bought,O
3250,a,O
3250,majority,O
3250,stake,O
3250,in,O
3250,Zenith,B-ORG
3250,.,O
3251,Robert,B-PER
3251,Gutenstein,I-PER
3251,",",O
3251,an,O
3251,analyst,O
3251,for,O
3251,Kalf,B-ORG
3251,",",I-ORG
3251,Voorhis,I-ORG
3251,&,I-ORG
3251,Co,I-ORG
3251,.,O
3252,",",O
3252,said,O
3252,the,O
3252,contract,O
3252,was,O
3252,"""",O
3252,not,O
3252,unique,O
3252,",",O
3252,but,O
3252,it,O
3252,'s,O
3252,big,O
3252,.,O
3252,"""",O
3253,"""",O
3253,Digital,O
3253,is,O
3253,coming,O
3253,",",O
3253,it,O
3253,'s,O
3253,economic,O
3253,and,O
3253,the,O
3253,question,O
3253,is,O
3253,what,O
3253,will,O
3253,make,O
3253,the,O
3253,consumer,O
3253,happy,O
3253,and,O
3253,at,O
3253,what,O
3253,price,O
3253,.,O
3253,"""",O
3255,Natural,B-ORG
3255,Law,I-ORG
3255,Party,I-ORG
3255,says,O
3255,it,O
3255,can,O
3255,meditate,O
3255,problems,O
3255,away,O
3255,.,O
3256,WASHINGTON,B-LOC
3256,1996-08-22,O
3257,From,O
3257,the,O
3257,people,O
3257,who,O
3257,brought,O
3257,you,O
3257,hundreds,O
3257,of,O
3257,"""",O
3257,yogic,O
3257,fliers,O
3257,"""",O
3257,who,O
3257,claimed,O
3257,to,O
3257,defy,O
3257,nature,O
3257,by,O
3257,levitating,O
3257,comes,O
3257,The,B-ORG
3257,Natural,I-ORG
3257,Law,I-ORG
3257,Party,I-ORG
3257,",",O
3257,a,O
3257,minor,O
3257,political,O
3257,party,O
3257,that,O
3257,nominated,O
3257,a,O
3257,presidential,O
3257,candidate,O
3257,on,O
3257,Thursday,O
3257,.,O
3258,At,O
3258,a,O
3258,hotel,O
3258,convention,O
3258,here,O
3258,",",O
3258,the,O
3258,party,O
3258,associated,O
3258,with,O
3258,the,O
3258,Transcendental,B-MISC
3258,Meditation,I-MISC
3258,(,O
3258,TM,B-MISC
3258,),O
3258,movement,O
3258,named,O
3258,physicist,O
3258,John,B-PER
3258,Hagelin,I-PER
3258,as,O
3258,its,O
3258,presidential,O
3258,nominee,O
3258,for,O
3258,the,O
3258,Nov.,O
3258,5,O
3258,election,O
3258,.,O
3259,The,O
3259,party,O
3259,is,O
3259,running,O
3259,on,O
3259,a,O
3259,platform,O
3259,claiming,O
3259,it,O
3259,can,O
3259,ward,O
3259,off,O
3259,problems,O
3259,before,O
3259,they,O
3259,occur,O
3259,through,O
3259,techniques,O
3259,such,O
3259,as,O
3259,mass,O
3259,meditation,O
3259,that,O
3259,would,O
3259,reduce,O
3259,stress,O
3259,",",O
3259,crime,O
3259,",",O
3259,terrorism,O
3259,and,O
3259,even,O
3259,wars,O
3259,.,O
3260,"""",O
3260,Social,O
3260,stress,O
3260,can,O
3260,be,O
3260,reduced,O
3260,and,O
3260,problems,O
3260,such,O
3260,as,O
3260,crime,O
3260,and,O
3260,violence,O
3260,will,O
3260,automatically,O
3260,decrease,O
3260,",",O
3260,"""",O
3260,said,O
3260,a,O
3260,party,O
3260,paper,O
3260,.,O
3261,Many,O
3261,party,O
3261,members,O
3261,are,O
3261,practitioners,O
3261,of,O
3261,TM,B-MISC
3261,",",O
3261,which,O
3261,involves,O
3261,meditating,O
3261,to,O
3261,a,O
3261,repeated,O
3261,word,O
3261,or,O
3261,phrase,O
3261,",",O
3261,called,O
3261,a,O
3261,mantra,O
3261,.,O
3262,Some,O
3262,advanced,O
3262,TM,B-MISC
3262,followers,O
3262,contend,O
3262,they,O
3262,can,O
3262,actually,O
3262,mediate,O
3262,to,O
3262,such,O
3262,a,O
3262,point,O
3262,that,O
3262,they,O
3262,fly,O
3262,.,O
3263,But,O
3263,in,O
3263,a,O
3263,demonstration,O
3263,of,O
3263,"""",O
3263,yogic,O
3263,flying,O
3263,"""",O
3263,several,O
3263,years,O
3263,ago,O
3263,",",O
3263,critics,O
3263,said,O
3263,the,O
3263,people,O
3263,were,O
3263,merely,O
3263,bouncing,O
3263,off,O
3263,the,O
3263,ground,O
3263,from,O
3263,a,O
3263,sitting,O
3263,position,O
3263,.,O
3265,Huge,O
3265,Windows,B-MISC
3265,95,I-MISC
3265,sales,O
3265,fail,O
3265,to,O
3265,meet,O
3265,expectations,O
3265,.,O
3266,Martin,B-PER
3266,Wolk,I-PER
3267,SEATTLE,B-LOC
3267,1996-08-22,O
3268,A,O
3268,year,O
3268,after,O
3268,its,O
3268,massively,O
3268,publicized,O
3268,introduction,O
3268,",",O
3268,Microsoft,B-ORG
3268,Corp.,I-ORG
3268,'s,O
3268,Windows,B-MISC
3268,95,I-MISC
3268,computer,O
3268,operating,O
3268,system,O
3268,has,O
3268,fallen,O
3268,short,O
3268,of,O
3268,the,O
3268,most,O
3268,optimistic,O
3268,expectations,O
3268,for,O
3268,the,O
3268,software,O
3268,giant,O
3268,and,O
3268,the,O
3268,industry,O
3268,.,O
3269,Even,O
3269,though,O
3269,more,O
3269,than,O
3269,40,O
3269,million,O
3269,copies,O
3269,of,O
3269,Windows,B-MISC
3269,95,I-MISC
3269,have,O
3269,been,O
3269,sold,O
3269,",",O
3269,making,O
3269,it,O
3269,the,O
3269,fastest-selling,O
3269,new,O
3269,software,O
3269,ever,O
3269,",",O
3269,it,O
3269,would,O
3269,have,O
3269,been,O
3269,impossible,O
3269,for,O
3269,any,O
3269,product,O
3269,to,O
3269,live,O
3269,up,O
3269,to,O
3269,the,O
3269,unprecedented,O
3269,hype,O
3269,of,O
3269,the,O
3269,Aug.,O
3269,24,O
3269,",",O
3269,1995,O
3269,launch,O
3269,",",O
3269,when,O
3269,stores,O
3269,around,O
3269,the,O
3269,world,O
3269,opened,O
3269,at,O
3269,midnight,O
3269,to,O
3269,greet,O
3269,long,O
3269,lines,O
3269,of,O
3269,customers,O
3269,.,O
3270,The,O
3270,Redmond,B-PER
3270,",",O
3270,Wash.-based,B-MISC
3270,company,O
3270,spent,O
3270,tens,O
3270,of,O
3270,millions,O
3270,of,O
3270,dollars,O
3270,promoting,O
3270,the,O
3270,product,O
3270,with,O
3270,stunts,O
3270,that,O
3270,included,O
3270,buying,O
3270,the,O
3270,entire,O
3270,print,O
3270,run,O
3270,of,O
3270,the,O
3270,Times,B-ORG
3270,of,I-ORG
3270,London,I-ORG
3270,and,O
3270,lighting,O
3270,New,B-LOC
3270,York,I-LOC
3270,'s,O
3270,Empire,B-LOC
3270,State,I-LOC
3270,building,O
3270,in,O
3270,a,O
3270,Windows,B-MISC
3270,color,O
3270,scheme,O
3270,.,O
3271,But,O
3271,the,O
3271,product,O
3271,",",O
3271,delivered,O
3271,eight,O
3271,months,O
3271,late,O
3271,",",O
3271,has,O
3271,fallen,O
3271,short,O
3271,of,O
3271,its,O
3271,sales,O
3271,potential,O
3271,in,O
3271,part,O
3271,because,O
3271,Microsoft,B-ORG
3271,delivered,O
3271,a,O
3271,mixed,O
3271,message,O
3271,to,O
3271,business,O
3271,customers,O
3271,",",O
3271,analysts,O
3271,said,O
3271,.,O
3272,"""",O
3272,It,O
3272,did,O
3272,n't,O
3272,do,O
3272,as,O
3272,well,O
3272,as,O
3272,it,O
3272,could,O
3272,have,O
3272,",",O
3272,"""",O
3272,said,O
3272,Rob,B-PER
3272,Enderle,I-PER
3272,",",O
3272,an,O
3272,analyst,O
3272,with,O
3272,Giga,B-ORG
3272,Information,I-ORG
3272,Group,I-ORG
3272,.,O
3273,Scores,O
3273,of,O
3273,software,O
3273,and,O
3273,hardware,O
3273,companies,O
3273,that,O
3273,had,O
3273,hoped,O
3273,for,O
3273,a,O
3273,big,O
3273,boost,O
3273,in,O
3273,sales,O
3273,were,O
3273,disappointed,O
3273,when,O
3273,only,O
3273,a,O
3273,brief,O
3273,spike,O
3273,materialized,O
3273,.,O
3274,"""",O
3274,People,O
3274,who,O
3274,were,O
3274,expecting,O
3274,major,O
3274,coat-tails,O
3274,were,O
3274,somewhat,O
3274,disappointed,O
3274,",",O
3274,"""",O
3274,said,O
3274,Scott,B-PER
3274,Winkler,I-PER
3274,",",O
3274,an,O
3274,analyst,O
3274,with,O
3274,Gartner,B-ORG
3274,Group,I-ORG
3274,.,O
3275,"""",O
3275,It,O
3275,'s,O
3275,not,O
3275,as,O
3275,though,O
3275,it,O
3275,has,O
3275,n't,O
3275,had,O
3275,an,O
3275,impact,O
3275,",",O
3275,"""",O
3275,he,O
3275,said,O
3275,.,O
3275,"""",O
3276,It,O
3276,just,O
3276,has,O
3276,n't,O
3276,had,O
3276,the,O
3276,huge,O
3276,earth-shattering,O
3276,impact,O
3276,some,O
3276,people,O
3276,were,O
3276,looking,O
3276,for,O
3276,.,O
3276,"""",O
3277,Symantec,B-ORG
3277,Corp.,I-ORG
3277,",",O
3277,which,O
3277,had,O
3277,been,O
3277,among,O
3277,the,O
3277,most,O
3277,bullish,O
3277,of,O
3277,software,O
3277,companies,O
3277,at,O
3277,the,O
3277,time,O
3277,of,O
3277,the,O
3277,Windows,B-MISC
3277,95,I-MISC
3277,launch,O
3277,",",O
3277,ended,O
3277,up,O
3277,posting,O
3277,disappointing,O
3277,financial,O
3277,results,O
3277,when,O
3277,retail,O
3277,sales,O
3277,of,O
3277,the,O
3277,operating,O
3277,system,O
3277,fell,O
3277,short,O
3277,of,O
3277,its,O
3277,projections,O
3277,.,O
3278,Touchstone,B-ORG
3278,Software,I-ORG
3278,Corp.,I-ORG
3278,had,O
3278,to,O
3278,pay,O
3278,$,O
3278,1.3,O
3278,million,O
3278,in,O
3278,cash,O
3278,and,O
3278,stock,O
3278,to,O
3278,settle,O
3278,a,O
3278,shareholders,O
3278,lawsuit,O
3278,brought,O
3278,after,O
3278,the,O
3278,company,O
3278,'s,O
3278,sales,O
3278,failed,O
3278,to,O
3278,meet,O
3278,expectations,O
3278,tied,O
3278,to,O
3278,the,O
3278,Windows,B-MISC
3278,95,I-MISC
3278,launch,O
3278,.,O
3279,Many,O
3279,software,O
3279,developers,O
3279,apparently,O
3279,saw,O
3279,their,O
3279,crucial,O
3279,holiday,O
3279,season,O
3279,sales,O
3279,suffer,O
3279,last,O
3279,year,O
3279,because,O
3279,store,O
3279,shelves,O
3279,were,O
3279,jammed,O
3279,with,O
3279,blue-and-white,O
3279,boxes,O
3279,of,O
3279,Windows,B-MISC
3279,95,I-MISC
3279,",",O
3279,resulting,O
3279,in,O
3279,a,O
3279,shortage,O
3279,of,O
3279,space,O
3279,for,O
3279,seasonal,O
3279,products,O
3279,",",O
3279,said,O
3279,Ann,B-PER
3279,Stephens,I-PER
3279,",",O
3279,president,O
3279,of,O
3279,PC,B-ORG
3279,Data,I-ORG
3279,Inc,I-ORG
3279,.,O
3280,To,O
3280,be,O
3280,sure,O
3280,",",O
3280,sales,O
3280,of,O
3280,Windows,B-MISC
3280,95,I-MISC
3280,and,O
3280,the,O
3280,accompanying,O
3280,Office,B-MISC
3280,95,I-MISC
3280,upgrade,O
3280,drove,O
3280,Microsoft,B-ORG
3280,sales,O
3280,up,O
3280,46,O
3280,percent,O
3280,last,O
3280,year,O
3280,to,O
3280,a,O
3280,record,O
3280,$,O
3280,8.67,O
3280,billion,O
3280,and,O
3280,cemented,O
3280,the,O
3280,company,O
3280,'s,O
3280,status,O
3280,as,O
3280,the,O
3280,industry,O
3280,'s,O
3280,dominant,O
3280,company,O
3280,.,O
3281,Microsoft,B-ORG
3281,executives,O
3281,say,O
3281,they,O
3281,are,O
3281,thrilled,O
3281,with,O
3281,the,O
3281,sales,O
3281,figures,O
3281,",",O
3281,and,O
3281,industry,O
3281,analysts,O
3281,estimate,O
3281,that,O
3281,by,O
3281,sometime,O
3281,next,O
3281,year,O
3281,",",O
3281,the,O
3281,installed,O
3281,base,O
3281,of,O
3281,Windows,B-MISC
3281,95,I-MISC
3281,will,O
3281,surpass,O
3281,that,O
3281,of,O
3281,the,O
3281,older,O
3281,version,O
3281,of,O
3281,Windows,B-MISC
3281,",",O
3281,now,O
3281,used,O
3281,on,O
3281,about,O
3281,100,O
3281,million,O
3281,computers,O
3281,worldwide,O
3281,.,O
3282,But,O
3282,Enderle,B-PER
3282,said,O
3282,the,O
3282,figure,O
3282,could,O
3282,have,O
3282,been,O
3282,even,O
3282,higher,O
3282,if,O
3282,Microsoft,B-ORG
3282,had,O
3282,done,O
3282,a,O
3282,better,O
3282,job,O
3282,of,O
3282,handling,O
3282,the,O
3282,huge,O
3282,demand,O
3282,for,O
3282,technical,O
3282,support,O
3282,from,O
3282,customers,O
3282,who,O
3282,were,O
3282,frustrated,O
3282,trying,O
3282,to,O
3282,install,O
3282,the,O
3282,system,O
3282,.,O
3283,He,O
3283,and,O
3283,other,O
3283,analysts,O
3283,said,O
3283,corporate,O
3283,America,B-LOC
3283,adopted,O
3283,a,O
3283,go-slow,O
3283,approach,O
3283,because,O
3283,Microsoft,B-ORG
3283,already,O
3283,was,O
3283,promoting,O
3283,the,O
3283,new,O
3283,version,O
3283,of,O
3283,its,O
3283,high-end,O
3283,Windows,B-MISC
3283,NT,I-MISC
3283,operating,O
3283,system,O
3283,",",O
3283,expected,O
3283,to,O
3283,be,O
3283,available,O
3283,in,O
3283,stores,O
3283,in,O
3283,the,O
3283,next,O
3283,several,O
3283,weeks,O
3283,.,O
3284,"""",O
3284,Microsoft,B-ORG
3284,sent,O
3284,a,O
3284,lot,O
3284,of,O
3284,signals,O
3284,that,O
3284,NT,B-MISC
3284,was,O
3284,going,O
3284,to,O
3284,be,O
3284,the,O
3284,answer,O
3284,",",O
3284,"""",O
3284,Winkler,B-PER
3284,said,O
3284,.,O
3284,"""",O
3285,Many,O
3285,people,O
3285,began,O
3285,to,O
3285,believe,O
3285,that,O
3285,Windows,B-MISC
3285,95,I-MISC
3285,was,O
3285,being,O
3285,downplayed,O
3285,.,O
3285,"""",O
3286,But,O
3286,now,O
3286,that,O
3286,Windows,B-MISC
3286,NT,I-MISC
3286,4.0,I-MISC
3286,has,O
3286,been,O
3286,launched,O
3286,",",O
3286,Winkler,B-PER
3286,and,O
3286,others,O
3286,believe,O
3286,only,O
3286,a,O
3286,relatively,O
3286,small,O
3286,proportion,O
3286,of,O
3286,corporate,O
3286,users,O
3286,will,O
3286,elect,O
3286,to,O
3286,pay,O
3286,the,O
3286,added,O
3286,software,O
3286,and,O
3286,hardware,O
3286,costs,O
3286,needed,O
3286,to,O
3286,use,O
3286,it,O
3286,instead,O
3286,of,O
3286,Windows,B-MISC
3286,95,I-MISC
3286,.,O
3287,"""",O
3287,Windows,B-MISC
3287,95,I-MISC
3287,is,O
3287,going,O
3287,to,O
3287,do,O
3287,great,O
3287,",",O
3287,"""",O
3287,he,O
3287,said,O
3287,.,O
3287,"""",O
3288,The,O
3288,mistake,O
3288,people,O
3288,made,O
3288,was,O
3288,in,O
3288,thinking,O
3288,it,O
3288,was,O
3288,going,O
3288,to,O
3288,be,O
3288,a,O
3288,fast,O
3288,",",O
3288,sweeping,O
3288,change,O
3288,rather,O
3288,than,O
3288,a,O
3288,slow,O
3288,",",O
3288,building,O
3288,change,O
3288,.,O
3288,"""",O
3290,U.S.,B-LOC
3290,says,O
3290,still,O
3290,committed,O
3290,to,O
3290,Cuba,B-LOC
3290,migration,O
3290,pacts,O
3290,.,O
3291,WASHINGTON,B-LOC
3291,1996-08-22,O
3292,The,O
3292,United,B-LOC
3292,States,I-LOC
3292,said,O
3292,on,O
3292,Thursday,O
3292,it,O
3292,remained,O
3292,committed,O
3292,to,O
3292,migration,O
3292,accords,O
3292,with,O
3292,Cuba,B-LOC
3292,and,O
3292,would,O
3292,continue,O
3292,to,O
3292,repatriate,O
3292,intercepted,O
3292,Cuban,B-MISC
3292,migrants,O
3292,who,O
3292,attempted,O
3292,to,O
3292,enter,O
3292,U.S.,B-LOC
3292,territory,O
3292,illegally,O
3292,.,O
3293,A,O
3293,State,B-ORG
3293,Department,I-ORG
3293,statement,O
3293,appeared,O
3293,in,O
3293,part,O
3293,a,O
3293,response,O
3293,to,O
3293,Cuban,B-MISC
3293,complaints,O
3293,that,O
3293,Washington,B-LOC
3293,was,O
3293,jeopardising,O
3293,the,O
3293,accords,O
3293,by,O
3293,failing,O
3293,to,O
3293,return,O
3293,some,O
3293,of,O
3293,the,O
3293,Cubans,B-MISC
3293,involved,O
3293,in,O
3293,recent,O
3293,illegal,O
3293,migration,O
3293,incidents,O
3293,.,O
3294,"""",O
3294,The,O
3294,United,B-LOC
3294,States,I-LOC
3294,reiterates,O
3294,its,O
3294,full,O
3294,commitment,O
3294,to,O
3294,the,O
3294,implementation,O
3294,"""",O
3294,of,O
3294,the,O
3294,accords,O
3294,signed,O
3294,by,O
3294,the,O
3294,two,O
3294,countries,O
3294,in,O
3294,1994,O
3294,and,O
3294,1995,O
3294,",",O
3294,said,O
3294,the,O
3294,statement,O
3294,by,O
3294,spokesman,O
3294,Glyn,B-PER
3294,Davies,I-PER
3294,.,O
3295,"""",O
3295,The,O
3295,United,B-LOC
3295,States,I-LOC
3295,will,O
3295,continue,O
3295,to,O
3295,return,O
3295,Cuban,B-MISC
3295,migrants,O
3295,intercepted,O
3295,at,O
3295,sea,O
3295,who,O
3295,seek,O
3295,to,O
3295,enter,O
3295,the,O
3295,United,B-LOC
3295,States,I-LOC
3295,or,O
3295,the,O
3295,Guantanamo,B-LOC
3295,Naval,I-LOC
3295,Base,I-LOC
3295,illegally,O
3295,",",O
3295,"""",O
3295,it,O
3295,said,O
3295,.,O
3296,Washington,B-LOC
3296,would,O
3296,also,O
3296,take,O
3296,"""",O
3296,prompt,O
3296,and,O
3296,effective,O
3296,law,O
3296,enforcement,O
3296,action,O
3296,"""",O
3296,against,O
3296,alien,O
3296,smuggling,O
3296,and,O
3296,hijackings,O
3296,from,O
3296,Cuba,B-LOC
3296,",",O
3296,it,O
3296,added,O
3296,.,O
3297,Davies,B-PER
3297,told,O
3297,reporters,O
3297,the,O
3297,statement,O
3297,would,O
3297,be,O
3297,distributed,O
3297,in,O
3297,the,O
3297,Cuban,B-MISC
3297,exile,O
3297,community,O
3297,in,O
3297,Miami,B-LOC
3297,"""",O
3297,to,O
3297,remind,O
3297,everyone,O
3297,of,O
3297,the,O
3297,importance,O
3297,of,O
3297,abiding,O
3297,by,O
3297,the,O
3297,accords,O
3297,and,O
3297,avoiding,O
3297,dangerous,O
3297,attempts,O
3297,to,O
3297,cross,O
3297,the,O
3297,straits,O
3297,"""",O
3297,from,O
3297,Cuba,B-LOC
3297,to,O
3297,Florida,B-LOC
3297,.,O
3298,Havana,B-LOC
3298,'s,O
3298,complaints,O
3298,centred,O
3298,on,O
3298,an,O
3298,incident,O
3298,in,O
3298,which,O
3298,a,O
3298,boatload,O
3298,of,O
3298,emigrants,O
3298,capsized,O
3298,in,O
3298,the,O
3298,Florida,B-LOC
3298,Straits,I-LOC
3298,last,O
3298,week,O
3298,and,O
3298,two,O
3298,recent,O
3298,aircraft,O
3298,hijackings,O
3298,from,O
3298,Cuba,B-LOC
3298,.,O
3299,Sixteen,O
3299,of,O
3299,those,O
3299,picked,O
3299,up,O
3299,from,O
3299,the,O
3299,boat,O
3299,were,O
3299,returned,O
3299,to,O
3299,Cuba,B-LOC
3299,but,O
3299,eight,O
3299,were,O
3299,taken,O
3299,to,O
3299,the,O
3299,United,B-LOC
3299,States,I-LOC
